,EquationNumber,Equation,AnswerIsCorrect,Answer,CorrectAnswer
5398,eq_5398.jpeg,12x - 75,1,8.42,8.42
5399,eq_5399.jpeg,-38x + 27,0,99,-1.34
5400,eq_5400.jpeg,74x - 21,1,-0.82,-0.82
5401,eq_5401.jpeg,80x - 52,1,1.73,1.73
5402,eq_5402.jpeg,73x + 88,1,-0.32,-0.32
5403,eq_5403.jpeg,29x + 36,0,13,-2.14
5404,eq_5404.jpeg,-23x - 54,0,-29,-5.39
5405,eq_5405.jpeg,17x - 71,1,-1.0,-1.0
5406,eq_5406.jpeg,-45x + 66,1,-0.36,-0.36
5407,eq_5407.jpeg,-27x + 2,0,61,-2.19
5408,eq_5408.jpeg,21x + 78,1,-1.67,-1.67
5409,eq_5409.jpeg,19x + 40,0,-46,-4.47
5410,eq_5410.jpeg,-91x + 17,0,42,-0.1
5411,eq_5411.jpeg,63x + 81,1,-0.4,-0.4
5412,eq_5412.jpeg,15x - 57,0,68,5.2
5413,eq_5413.jpeg,26x + 69,0,-98,-1.92
5414,eq_5414.jpeg,10x + 44,1,-6.9,-6.9
5415,eq_5415.jpeg,79x + 91,1,-0.24,-0.24
5416,eq_5416.jpeg,6x + 66,1,-6.5,-6.5
5417,eq_5417.jpeg,91x - 73,1,0.57,0.57
5418,eq_5418.jpeg,-46x + 98,0,-76,1.5
5419,eq_5419.jpeg,40x + 16,0,-4,-1.62
5420,eq_5420.jpeg,56x - 50,0,22,1.71
5421,eq_5421.jpeg,96x - 19,0,55,-0.67
5422,eq_5422.jpeg,-62x + 47,0,-48,2.1
5423,eq_5423.jpeg,-71x - 29,1,-0.72,-0.72
5424,eq_5424.jpeg,-43x - 67,1,-1.49,-1.49
5425,eq_5425.jpeg,-36x + 64,0,85,0.53
5426,eq_5426.jpeg,92x + 38,0,-64,-0.13
5427,eq_5427.jpeg,-71x + 35,0,-44,0.58
5428,eq_5428.jpeg,-21x + 64,0,16,0.57
5429,eq_5429.jpeg,87x + 20,1,-0.6,-0.6
5430,eq_5430.jpeg,-36x - 29,0,82,-1.61
5431,eq_5431.jpeg,-77x - 68,0,74,-2.17
5432,eq_5432.jpeg,-39x + 48,0,28,1.56
5433,eq_5433.jpeg,-34x - 1,1,1.91,1.91
5434,eq_5434.jpeg,42x - 76,0,16,1.33
5435,eq_5435.jpeg,43x - 16,0,55,1.37
5436,eq_5436.jpeg,1x + 23,1,-77.0,-77.0
5437,eq_5437.jpeg,67x - 21,0,21,1.48
5438,eq_5438.jpeg,76x + 49,1,-1.46,-1.46
5439,eq_5439.jpeg,63x + 84,1,-1.87,-1.87
5440,eq_5440.jpeg,-48x - 43,1,-2.52,-2.52
5441,eq_5441.jpeg,-55x - 20,1,-0.78,-0.78
5442,eq_5442.jpeg,-40x + 62,0,86,2.12
5443,eq_5443.jpeg,-38x - 43,0,5,-2.16
5444,eq_5444.jpeg,48x - 44,1,1.42,1.42
5445,eq_5445.jpeg,80x - 96,1,2.39,2.39
5446,eq_5446.jpeg,41x - 8,0,21,2.1
5447,eq_5447.jpeg,-58x - 43,0,-34,0.48
5448,eq_5448.jpeg,-24x - 51,0,-67,-0.04
5449,eq_5449.jpeg,-62x - 77,1,-1.18,-1.18
5450,eq_5450.jpeg,28x - 93,0,8,0.36
5451,eq_5451.jpeg,72x + 98,1,-2.31,-2.31
5452,eq_5452.jpeg,-88x - 68,1,-1.88,-1.88
5453,eq_5453.jpeg,37x - 80,1,2.08,2.08
5454,eq_5454.jpeg,-8x - 54,0,-4,-1.75
5455,eq_5455.jpeg,69x - 95,0,56,0.59
5456,eq_5456.jpeg,74x + 29,1,0.12,0.12
5457,eq_5457.jpeg,-81x - 46,0,2,-1.11
5458,eq_5458.jpeg,51x - 32,1,1.31,1.31
5459,eq_5459.jpeg,32x - 76,0,-52,1.25
5460,eq_5460.jpeg,93x - 80,1,1.74,1.74
5461,eq_5461.jpeg,-38x - 45,0,68,-2.42
5462,eq_5462.jpeg,-5x + 57,0,-15,26.4
5463,eq_5463.jpeg,-51x - 6,0,-33,-1.22
5464,eq_5464.jpeg,40x - 48,1,1.82,1.82
5465,eq_5465.jpeg,-35x - 78,0,23,-4.4
5466,eq_5466.jpeg,53x - 38,1,-1.09,-1.09
5467,eq_5467.jpeg,88x - 95,0,64,0.4
5468,eq_5468.jpeg,-74x + 20,1,0.95,0.95
5469,eq_5469.jpeg,-31x + 1,0,-29,0.55
5470,eq_5470.jpeg,-57x - 40,0,92,-2.16
5471,eq_5471.jpeg,-79x - 90,1,-0.34,-0.34
5472,eq_5472.jpeg,-43x + 50,0,-36,1.84
5473,eq_5473.jpeg,13x - 38,0,21,3.69
5474,eq_5474.jpeg,-16x - 54,1,-7.5,-7.5
5475,eq_5475.jpeg,16x - 51,1,-1.31,-1.31
5476,eq_5476.jpeg,34x - 46,0,-60,0.47
5477,eq_5477.jpeg,72x - 86,1,2.12,2.12
5478,eq_5478.jpeg,89x - 42,0,89,-0.03
5479,eq_5479.jpeg,23x - 68,0,38,4.78
5480,eq_5480.jpeg,32x - 75,0,-52,3.47
5481,eq_5481.jpeg,47x - 89,0,-89,2.64
5482,eq_5482.jpeg,-94x + 32,1,0.31,0.31
5483,eq_5483.jpeg,-83x + 23,0,-82,0.84
5484,eq_5484.jpeg,-39x + 67,1,1.31,1.31
5485,eq_5485.jpeg,47x + 93,1,-0.85,-0.85
5486,eq_5486.jpeg,-27x - 42,0,-12,-3.85
5487,eq_5487.jpeg,38x - 43,0,-12,1.84
5488,eq_5488.jpeg,60x + 90,1,-0.02,-0.02
5489,eq_5489.jpeg,67x + 90,0,81,-0.93
5490,eq_5490.jpeg,77x - 83,1,1.64,1.64
5491,eq_5491.jpeg,36x - 88,0,29,4.44
5492,eq_5492.jpeg,21x + 98,1,-5.52,-5.52
5493,eq_5493.jpeg,-41x + 95,1,0.63,0.63
5494,eq_5494.jpeg,88x + 78,1,-0.97,-0.97
5495,eq_5495.jpeg,-27x - 76,1,-0.78,-0.78
5496,eq_5496.jpeg,14x + 31,0,68,2.36
5497,eq_5497.jpeg,-43x - 86,0,31,-2.02
5498,eq_5498.jpeg,-92x + 83,0,68,1.63
5499,eq_5499.jpeg,-26x - 76,0,-26,-0.23
5500,eq_5500.jpeg,-97x - 87,0,-76,-0.99
5501,eq_5501.jpeg,68x + 19,1,0.76,0.76
5502,eq_5502.jpeg,-46x + 31,0,-11,-0.96
5503,eq_5503.jpeg,-5x + 77,0,68,29.2
5504,eq_5504.jpeg,-48x + 12,0,-23,-1.65
5505,eq_5505.jpeg,25x + 48,0,32,-2.08
5506,eq_5506.jpeg,14x + 12,0,71,-4.14
5507,eq_5507.jpeg,-76x + 83,0,-41,1.16
5508,eq_5508.jpeg,40x + 85,1,0.2,0.2
5509,eq_5509.jpeg,79x - 80,1,-0.16,-0.16
5510,eq_5510.jpeg,-14x + 60,0,55,11.14
5511,eq_5511.jpeg,9x - 46,0,-5,1.44
5512,eq_5512.jpeg,-3x + 91,0,-24,27.33
5513,eq_5513.jpeg,10x - 14,1,-5.9,-5.9
5514,eq_5514.jpeg,65x + 64,0,86,0.52
5515,eq_5515.jpeg,-48x + 24,1,-0.92,-0.92
5516,eq_5516.jpeg,84x + 56,1,-1.39,-1.39
5517,eq_5517.jpeg,-54x + 33,1,1.89,1.89
5518,eq_5518.jpeg,60x + 72,1,-2.05,-2.05
5519,eq_5519.jpeg,94x - 67,0,-69,0.98
5520,eq_5520.jpeg,60x - 55,1,0.35,0.35
5521,eq_5521.jpeg,-71x + 59,0,-86,-0.49
5522,eq_5522.jpeg,70x + 84,1,-0.73,-0.73
5523,eq_5523.jpeg,-65x + 64,0,14,0.03
5524,eq_5524.jpeg,-34x + 6,0,-25,-0.53
5525,eq_5525.jpeg,16x + 3,1,-0.88,-0.88
5526,eq_5526.jpeg,59x - 5,0,7,1.32
5527,eq_5527.jpeg,-16x - 96,1,-7.62,-7.62
5528,eq_5528.jpeg,53x - 14,1,-0.04,-0.04
5529,eq_5529.jpeg,-13x - 78,1,-9.54,-9.54
5530,eq_5530.jpeg,72x + 4,1,-1.24,-1.24
5531,eq_5531.jpeg,-21x - 64,0,58,0.67
5532,eq_5532.jpeg,34x - 40,1,-0.06,-0.06
5533,eq_5533.jpeg,41x - 32,1,2.24,2.24
5534,eq_5534.jpeg,-60x + 30,1,-0.92,-0.92
5535,eq_5535.jpeg,19x + 88,1,-2.84,-2.84
5536,eq_5536.jpeg,29x + 44,0,-41,-2.28
5537,eq_5537.jpeg,-88x - 56,0,-61,-0.61
5538,eq_5538.jpeg,-91x - 67,0,12,-0.66
5539,eq_5539.jpeg,-4x + 35,1,13.25,13.25
5540,eq_5540.jpeg,23x + 83,1,-0.96,-0.96
5541,eq_5541.jpeg,75x - 55,1,0.63,0.63
5542,eq_5542.jpeg,35x - 8,0,48,2.14
5543,eq_5543.jpeg,71x - 73,0,20,0.27
5544,eq_5544.jpeg,-16x - 97,1,-1.75,-1.75
5545,eq_5545.jpeg,75x - 26,1,0.76,0.76
5546,eq_5546.jpeg,35x + 56,1,-3.86,-3.86
5547,eq_5547.jpeg,66x + 81,1,-0.38,-0.38
5548,eq_5548.jpeg,45x + 42,1,-0.82,-0.82
5549,eq_5549.jpeg,-42x + 2,0,-62,0.21
5550,eq_5550.jpeg,40x - 48,1,2.35,2.35
5551,eq_5551.jpeg,-84x + 20,1,1.07,1.07
5552,eq_5552.jpeg,-24x - 20,1,3.17,3.17
5553,eq_5553.jpeg,91x + 14,0,-3,0.3
5554,eq_5554.jpeg,-64x + 52,1,1.92,1.92
5555,eq_5555.jpeg,-6x + 96,1,1.0,1.0
5556,eq_5556.jpeg,47x - 24,0,8,0.96
5557,eq_5557.jpeg,-69x - 79,0,9,-2.03
5558,eq_5558.jpeg,-63x + 76,0,-28,-0.14
5559,eq_5559.jpeg,22x - 74,1,-0.95,-0.95
5560,eq_5560.jpeg,83x - 62,0,72,1.37
5561,eq_5561.jpeg,83x + 62,0,-35,-0.99
5562,eq_5562.jpeg,-75x - 90,1,-0.51,-0.51
5563,eq_5563.jpeg,-74x + 44,1,1.61,1.61
5564,eq_5564.jpeg,4x - 15,1,-3.0,-3.0
5565,eq_5565.jpeg,91x - 52,0,-99,1.52
5566,eq_5566.jpeg,-63x - 46,1,-1.84,-1.84
5567,eq_5567.jpeg,30x + 48,1,-4.8,-4.8
5568,eq_5568.jpeg,-1x - 60,1,-81.0,-81.0
5569,eq_5569.jpeg,-64x - 77,0,-54,-1.77
5570,eq_5570.jpeg,81x - 17,1,0.41,0.41
5571,eq_5571.jpeg,-59x - 6,1,-0.42,-0.42
5572,eq_5572.jpeg,-57x + 80,0,-60,1.91
5573,eq_5573.jpeg,-87x + 99,0,-6,1.13
5574,eq_5574.jpeg,-47x + 47,1,2.53,2.53
5575,eq_5575.jpeg,-13x + 45,0,-2,-3.54
5576,eq_5576.jpeg,94x + 71,0,12,-0.81
5577,eq_5577.jpeg,98x + 51,1,0.33,0.33
5578,eq_5578.jpeg,-85x - 87,1,-1.18,-1.18
5579,eq_5579.jpeg,54x + 10,1,1.61,1.61
5580,eq_5580.jpeg,-24x + 76,0,-46,-0.12
5581,eq_5581.jpeg,71x - 3,0,-46,0.01
5582,eq_5582.jpeg,-89x - 56,0,-52,-0.78
5583,eq_5583.jpeg,-44x + 16,0,27,2.41
5584,eq_5584.jpeg,73x - 71,1,0.3,0.3
5585,eq_5585.jpeg,10x - 83,1,5.2,5.2
5586,eq_5586.jpeg,-11x - 57,1,-7.82,-7.82
5587,eq_5587.jpeg,-65x - 36,0,-66,-1.23
5588,eq_5588.jpeg,17x + 50,0,-19,-8.65
5589,eq_5589.jpeg,48x - 56,1,0.71,0.71
5590,eq_5590.jpeg,19x + 37,0,28,-7.0
5591,eq_5591.jpeg,-25x + 71,0,-61,4.76
5592,eq_5592.jpeg,-90x - 22,0,-80,-0.26
5593,eq_5593.jpeg,-33x + 78,1,4.12,4.12
5594,eq_5594.jpeg,-24x - 70,0,-23,-7.04
5595,eq_5595.jpeg,72x - 59,0,12,0.94
5596,eq_5596.jpeg,90x + 5,0,2,-0.7
5597,eq_5597.jpeg,80x - 63,0,43,1.5
5598,eq_5598.jpeg,29x - 79,0,-72,4.52
5599,eq_5599.jpeg,-10x + 75,1,8.4,8.4
5600,eq_5600.jpeg,-95x - 21,1,0.36,0.36
5601,eq_5601.jpeg,79x + 62,0,-2,-0.99
5602,eq_5602.jpeg,64x - 40,1,1.05,1.05
5603,eq_5603.jpeg,-5x - 16,0,-72,-20.0
5604,eq_5604.jpeg,62x + 34,1,0.92,0.92
5605,eq_5605.jpeg,46x - 37,0,-21,-0.04
5606,eq_5606.jpeg,23x - 28,1,4.0,4.0
5607,eq_5607.jpeg,89x + 96,0,-24,-1.2
5608,eq_5608.jpeg,45x + 80,1,-3.69,-3.69
5609,eq_5609.jpeg,27x + 41,0,-64,-3.41
5610,eq_5610.jpeg,-20x + 64,1,0.35,0.35
5611,eq_5611.jpeg,-31x + 78,1,0.81,0.81
5612,eq_5612.jpeg,67x - 25,1,0.75,0.75
5613,eq_5613.jpeg,40x + 79,1,-1.68,-1.68
5614,eq_5614.jpeg,-37x + 41,1,1.7,1.7
5615,eq_5615.jpeg,-13x - 51,0,85,3.23
5616,eq_5616.jpeg,-15x + 37,0,-64,3.73
5617,eq_5617.jpeg,-44x + 27,1,0.23,0.23
5618,eq_5618.jpeg,10x - 46,0,-86,13.1
5619,eq_5619.jpeg,-37x + 47,1,1.46,1.46
5620,eq_5620.jpeg,-73x + 52,1,0.38,0.38
5621,eq_5621.jpeg,-67x - 97,0,-45,-0.58
5622,eq_5622.jpeg,-57x + 90,0,69,2.6
5623,eq_5623.jpeg,99x + 22,1,-1.13,-1.13
5624,eq_5624.jpeg,-10x - 50,1,-10.5,-10.5
5625,eq_5625.jpeg,78x + 57,0,47,0.06
5626,eq_5626.jpeg,20x - 94,1,5.3,5.3
5627,eq_5627.jpeg,68x - 54,0,-96,0.91
5628,eq_5628.jpeg,48x + 45,1,-1.15,-1.15
5629,eq_5629.jpeg,23x - 16,1,-2.04,-2.04
5630,eq_5630.jpeg,-53x - 48,1,0.28,0.28
5631,eq_5631.jpeg,-43x - 72,0,-97,-0.33
5632,eq_5632.jpeg,62x - 2,1,-1.29,-1.29
5633,eq_5633.jpeg,3x - 66,1,40.0,40.0
5634,eq_5634.jpeg,14x - 70,0,-20,1.43
5635,eq_5635.jpeg,-9x - 43,1,5.78,5.78
5636,eq_5636.jpeg,56x - 38,1,-0.73,-0.73
5637,eq_5637.jpeg,34x - 4,1,0.24,0.24
5638,eq_5638.jpeg,-33x - 64,1,-0.03,-0.03
5639,eq_5639.jpeg,48x - 61,1,3.12,3.12
5640,eq_5640.jpeg,-38x - 48,0,94,0.42
5641,eq_5641.jpeg,-20x - 23,1,-1.4,-1.4
5642,eq_5642.jpeg,16x + 52,0,-89,-7.62
5643,eq_5643.jpeg,63x + 37,0,-67,-1.68
5644,eq_5644.jpeg,6x + 41,0,11,4.17
5645,eq_5645.jpeg,58x + 23,1,1.12,1.12
5646,eq_5646.jpeg,15x + 89,0,-3,-0.73
5647,eq_5647.jpeg,15x + 86,1,-4.27,-4.27
5648,eq_5648.jpeg,67x + 79,0,-50,-2.19
5649,eq_5649.jpeg,-16x - 19,0,94,-3.0
5650,eq_5650.jpeg,61x - 67,1,2.21,2.21
5651,eq_5651.jpeg,-79x - 59,0,8,-0.23
5652,eq_5652.jpeg,21x - 41,1,5.57,5.57
5653,eq_5653.jpeg,-18x - 62,1,-5.72,-5.72
5654,eq_5654.jpeg,-12x - 24,0,-18,5.83
5655,eq_5655.jpeg,-33x + 12,1,0.97,0.97
5656,eq_5656.jpeg,29x + 75,1,-4.14,-4.14
5657,eq_5657.jpeg,-47x - 7,1,-1.7,-1.7
5658,eq_5658.jpeg,-60x + 42,0,9,0.42
5659,eq_5659.jpeg,-17x + 58,1,-1.12,-1.12
5660,eq_5660.jpeg,-45x - 88,1,-0.18,-0.18
5661,eq_5661.jpeg,8x - 94,0,53,13.25
5662,eq_5662.jpeg,49x + 31,0,80,0.0
5663,eq_5663.jpeg,-7x - 15,1,-5.57,-5.57
5664,eq_5664.jpeg,-84x + 69,1,0.4,0.4
5665,eq_5665.jpeg,-54x + 54,0,3,0.74
5666,eq_5666.jpeg,-7x + 52,1,3.71,3.71
5667,eq_5667.jpeg,-89x + 85,0,-71,-0.07
5668,eq_5668.jpeg,-18x - 31,1,-4.22,-4.22
5669,eq_5669.jpeg,-47x - 72,0,-1,-3.23
5670,eq_5670.jpeg,-74x + 1,1,-0.54,-0.54
5671,eq_5671.jpeg,21x - 81,1,3.29,3.29
5672,eq_5672.jpeg,68x + 64,0,-81,-1.96
5673,eq_5673.jpeg,92x + 3,1,-1.08,-1.08
5674,eq_5674.jpeg,-13x - 4,0,-62,0.92
5675,eq_5675.jpeg,-12x - 26,0,-76,-7.58
5676,eq_5676.jpeg,-59x - 85,1,-0.47,-0.47
5677,eq_5677.jpeg,-60x - 14,0,49,-1.32
5678,eq_5678.jpeg,-33x + 83,0,-78,1.06
5679,eq_5679.jpeg,23x + 79,1,-7.57,-7.57
5680,eq_5680.jpeg,-27x + 5,1,-1.41,-1.41
5681,eq_5681.jpeg,29x + 21,0,28,-0.86
5682,eq_5682.jpeg,-44x - 46,1,-1.5,-1.5
5683,eq_5683.jpeg,-34x + 28,0,30,-1.24
5684,eq_5684.jpeg,-96x - 67,0,-38,-1.61
5685,eq_5685.jpeg,56x + 98,0,6,-1.61
5686,eq_5686.jpeg,-56x - 61,1,-2.27,-2.27
5687,eq_5687.jpeg,-96x - 83,0,-75,-1.76
5688,eq_5688.jpeg,25x - 35,0,27,-1.76
5689,eq_5689.jpeg,19x + 33,0,-39,-5.89
5690,eq_5690.jpeg,-75x + 31,0,19,1.01
5691,eq_5691.jpeg,-41x + 8,0,54,-1.27
5692,eq_5692.jpeg,18x + 30,0,50,0.67
5693,eq_5693.jpeg,61x - 35,1,0.54,0.54
5694,eq_5694.jpeg,-96x + 60,1,1.52,1.52
5695,eq_5695.jpeg,-17x + 45,1,5.24,5.24
5696,eq_5696.jpeg,47x - 62,0,-74,-0.26
5697,eq_5697.jpeg,33x - 72,1,1.76,1.76
5698,eq_5698.jpeg,-14x - 27,1,4.43,4.43
5699,eq_5699.jpeg,29x + 14,1,2.31,2.31
5700,eq_5700.jpeg,-62x - 87,1,-0.32,-0.32
5701,eq_5701.jpeg,-29x + 33,1,4.21,4.21
5702,eq_5702.jpeg,-25x + 14,1,-1.92,-1.92
5703,eq_5703.jpeg,-74x + 71,0,31,1.32
5704,eq_5704.jpeg,-58x + 83,1,0.67,0.67
5705,eq_5705.jpeg,-1x - 17,0,-95,7.0
5706,eq_5706.jpeg,-3x + 9,0,-8,-16.33
5707,eq_5707.jpeg,-62x + 27,0,95,1.61
5708,eq_5708.jpeg,-43x - 95,1,-4.12,-4.12
5709,eq_5709.jpeg,99x + 67,0,-92,-0.73
5710,eq_5710.jpeg,45x - 79,1,3.84,3.84
5711,eq_5711.jpeg,-68x - 9,1,1.1,1.1
5712,eq_5712.jpeg,-47x - 59,1,-2.98,-2.98
5713,eq_5713.jpeg,-59x - 68,0,38,-0.29
5714,eq_5714.jpeg,-69x + 46,1,-0.26,-0.26
5715,eq_5715.jpeg,-25x - 56,1,-3.16,-3.16
5716,eq_5716.jpeg,-58x + 53,0,20,2.38
5717,eq_5717.jpeg,-39x - 72,0,69,-3.05
5718,eq_5718.jpeg,84x + 32,1,-0.65,-0.65
5719,eq_5719.jpeg,-17x + 44,0,-32,-0.94
5720,eq_5720.jpeg,2x - 51,0,83,37.0
5721,eq_5721.jpeg,-84x - 92,0,-28,-1.0
5722,eq_5722.jpeg,62x + 12,1,0.4,0.4
5723,eq_5723.jpeg,74x + 26,0,41,-0.7
5724,eq_5724.jpeg,-76x - 70,1,-1.18,-1.18
5725,eq_5725.jpeg,45x + 6,1,-1.4,-1.4
5726,eq_5726.jpeg,-74x - 35,1,-0.85,-0.85
5727,eq_5727.jpeg,-61x + 2,1,1.21,1.21
5728,eq_5728.jpeg,70x - 51,0,24,1.56
5729,eq_5729.jpeg,-71x - 4,1,-0.38,-0.38
5730,eq_5730.jpeg,63x + 21,1,-1.89,-1.89
5731,eq_5731.jpeg,-32x + 68,0,-90,3.16
5732,eq_5732.jpeg,-12x + 80,0,-15,7.08
5733,eq_5733.jpeg,2x - 74,1,14.5,14.5
5734,eq_5734.jpeg,28x + 94,1,-5.21,-5.21
5735,eq_5735.jpeg,-43x + 1,0,-35,2.28
5736,eq_5736.jpeg,-27x - 73,0,-80,-1.67
5737,eq_5737.jpeg,-44x + 59,1,1.48,1.48
5738,eq_5738.jpeg,84x - 24,1,0.33,0.33
5739,eq_5739.jpeg,39x + 93,1,-4.54,-4.54
5740,eq_5740.jpeg,92x - 22,0,7,1.29
5741,eq_5741.jpeg,86x - 37,1,-0.12,-0.12
5742,eq_5742.jpeg,-39x - 44,0,36,-3.13
5743,eq_5743.jpeg,-55x - 99,1,-0.22,-0.22
5744,eq_5744.jpeg,40x - 87,0,-76,2.8
5745,eq_5745.jpeg,69x + 58,0,99,-0.16
5746,eq_5746.jpeg,-23x - 49,1,-3.65,-3.65
5747,eq_5747.jpeg,-45x - 46,0,-25,-0.07
5748,eq_5748.jpeg,59x - 38,1,1.97,1.97
5749,eq_5749.jpeg,5x + 32,1,-20.8,-20.8
5750,eq_5750.jpeg,-34x + 60,1,-0.12,-0.12
5751,eq_5751.jpeg,-89x + 46,0,73,0.61
5752,eq_5752.jpeg,28x + 82,0,-7,-1.0
5753,eq_5753.jpeg,-37x + 9,0,52,-0.27
5754,eq_5754.jpeg,-40x + 18,1,2.62,2.62
5755,eq_5755.jpeg,-26x - 72,1,-2.31,-2.31
5756,eq_5756.jpeg,90x - 84,1,1.17,1.17
5757,eq_5757.jpeg,-68x - 24,0,54,0.01
5758,eq_5758.jpeg,81x + 73,0,-49,-1.17
5759,eq_5759.jpeg,58x - 21,1,0.59,0.59
5760,eq_5760.jpeg,-81x - 46,1,-1.79,-1.79
5761,eq_5761.jpeg,-50x - 11,0,-16,0.78
5762,eq_5762.jpeg,-66x + 91,1,1.83,1.83
5763,eq_5763.jpeg,-81x - 47,1,-0.12,-0.12
5764,eq_5764.jpeg,3x - 30,0,-76,25.33
5765,eq_5765.jpeg,-17x + 45,0,43,-0.88
5766,eq_5766.jpeg,37x - 14,0,-56,-0.73
5767,eq_5767.jpeg,75x + 82,0,-84,-2.23
5768,eq_5768.jpeg,-36x + 5,0,24,-0.83
5769,eq_5769.jpeg,71x - 76,1,-0.25,-0.25
5770,eq_5770.jpeg,86x + 37,1,-0.63,-0.63
5771,eq_5771.jpeg,-2x - 21,0,-8,21.0
5772,eq_5772.jpeg,-90x - 49,1,0.49,0.49
5773,eq_5773.jpeg,54x + 76,1,-1.65,-1.65
5774,eq_5774.jpeg,11x - 51,1,7.64,7.64
5775,eq_5775.jpeg,-23x - 49,1,0.91,0.91
5776,eq_5776.jpeg,-18x + 49,1,2.22,2.22
5777,eq_5777.jpeg,61x - 47,0,34,-0.49
5778,eq_5778.jpeg,83x + 1,1,0.64,0.64
5779,eq_5779.jpeg,-99x - 4,0,-91,-0.93
5780,eq_5780.jpeg,18x - 26,0,-19,-2.61
5781,eq_5781.jpeg,-45x - 5,1,-2.31,-2.31
5782,eq_5782.jpeg,14x - 97,0,-25,8.36
5783,eq_5783.jpeg,70x - 62,0,22,2.21
5784,eq_5784.jpeg,-37x - 10,0,70,-2.08
5785,eq_5785.jpeg,-96x - 26,0,-26,-0.93
5786,eq_5786.jpeg,-82x - 96,0,20,-0.82
5787,eq_5787.jpeg,-91x + 2,0,43,-0.84
5788,eq_5788.jpeg,54x + 93,0,44,-2.72
5789,eq_5789.jpeg,-40x - 80,0,-6,-1.55
5790,eq_5790.jpeg,-85x + 16,0,21,1.01
5791,eq_5791.jpeg,-65x - 25,0,-78,0.4
5792,eq_5792.jpeg,-31x + 54,1,3.23,3.23
5793,eq_5793.jpeg,21x - 70,1,0.76,0.76
5794,eq_5794.jpeg,4x + 17,1,-25.5,-25.5
5795,eq_5795.jpeg,19x + 5,0,-100,4.58
5796,eq_5796.jpeg,52x + 77,0,-60,0.35
5797,eq_5797.jpeg,94x - 52,1,1.4,1.4
5798,eq_5798.jpeg,72x - 62,1,-0.44,-0.44
5799,eq_5799.jpeg,-34x + 62,0,67,-0.5
5800,eq_5800.jpeg,97x - 82,0,-28,0.74
5801,eq_5801.jpeg,-44x - 86,1,-2.77,-2.77
5802,eq_5802.jpeg,58x - 26,1,1.41,1.41
5803,eq_5803.jpeg,49x - 32,1,2.67,2.67
5804,eq_5804.jpeg,-86x + 18,0,2,-0.13
5805,eq_5805.jpeg,-18x + 18,1,-4.22,-4.22
5806,eq_5806.jpeg,-90x - 69,1,-0.3,-0.3
5807,eq_5807.jpeg,-35x - 26,1,-1.46,-1.46
5808,eq_5808.jpeg,-61x - 13,1,-1.54,-1.54
5809,eq_5809.jpeg,-92x - 10,0,-17,0.41
5810,eq_5810.jpeg,28x - 26,1,1.43,1.43
5811,eq_5811.jpeg,2x + 6,1,22.5,22.5
5812,eq_5812.jpeg,99x + 45,1,-0.98,-0.98
5813,eq_5813.jpeg,-46x + 71,0,-97,0.5
5814,eq_5814.jpeg,-54x + 29,1,1.91,1.91
5815,eq_5815.jpeg,-92x - 80,0,-22,-1.51
5816,eq_5816.jpeg,-48x - 83,1,-1.44,-1.44
5817,eq_5817.jpeg,-47x - 63,0,16,-2.91
5818,eq_5818.jpeg,90x - 97,0,54,0.52
5819,eq_5819.jpeg,81x + 35,1,-1.0,-1.0
5820,eq_5820.jpeg,-8x - 80,0,-50,-8.62
5821,eq_5821.jpeg,-70x - 55,0,-36,-1.89
5822,eq_5822.jpeg,-95x - 59,1,-1.45,-1.45
5823,eq_5823.jpeg,-65x - 69,1,-2.08,-2.08
5824,eq_5824.jpeg,-68x - 86,0,28,-1.04
5825,eq_5825.jpeg,-62x - 78,1,-0.45,-0.45
5826,eq_5826.jpeg,-65x + 45,1,0.74,0.74
5827,eq_5827.jpeg,-84x + 55,1,1.26,1.26
5828,eq_5828.jpeg,-57x + 4,0,85,0.25
5829,eq_5829.jpeg,39x + 43,0,-86,0.54
5830,eq_5830.jpeg,24x + 7,0,-43,-1.33
5831,eq_5831.jpeg,-87x + 99,1,0.29,0.29
5832,eq_5832.jpeg,38x + 93,1,-4.11,-4.11
5833,eq_5833.jpeg,-43x - 91,0,80,-0.56
5834,eq_5834.jpeg,-95x + 55,0,-65,0.53
5835,eq_5835.jpeg,-10x - 30,0,-80,1.1
5836,eq_5836.jpeg,80x - 68,1,-0.24,-0.24
5837,eq_5837.jpeg,-65x - 52,0,83,0.42
5838,eq_5838.jpeg,-25x - 61,1,-5.68,-5.68
5839,eq_5839.jpeg,4x + 71,0,65,-35.5
5840,eq_5840.jpeg,7x - 29,1,5.14,5.14
5841,eq_5841.jpeg,-41x + 47,1,2.12,2.12
5842,eq_5842.jpeg,99x + 81,1,-0.65,-0.65
5843,eq_5843.jpeg,-33x + 59,0,74,1.97
5844,eq_5844.jpeg,-53x - 24,1,0.51,0.51
5845,eq_5845.jpeg,-41x + 1,1,0.51,0.51
5846,eq_5846.jpeg,14x + 85,1,-4.29,-4.29
5847,eq_5847.jpeg,-33x + 35,1,0.42,0.42
5848,eq_5848.jpeg,-84x + 12,0,25,0.39
5849,eq_5849.jpeg,32x + 61,1,-4.62,-4.62
5850,eq_5850.jpeg,-92x - 21,0,-43,-0.17
5851,eq_5851.jpeg,18x + 8,0,65,1.44
5852,eq_5852.jpeg,-39x + 31,0,78,1.41
5853,eq_5853.jpeg,-54x + 13,0,65,1.28
